exercise_name,action,excel_original_name,exercise_name_diff,force_diff,equipment_diff,mechanic_diff,difficulty_diff,advanced_isolated_muscles_diff
Kettlebell Waiters Bow,insert,Kettlebell Waiters Bow,,None -> Pull,None -> Kettlebells,None -> Compound,None -> Intermediate,
Plate Waiters Bow,insert,Plate Waiters Bow,,None -> Pull,None -> Plate,None -> Compound,None -> Intermediate,
Dumbbell Tricep Guillotine Press,insert,Dumbbell Tricep Guillotine Press,,None -> Push,None -> Dumbbells,None -> Isolation,None -> Beginner,
Barbell Tricep Guillotine Press,insert,Barbell Tricep Guillotine Press,,None -> Push,None -> Barbell,None -> Isolation,None -> Intermediate,
Dumbbell Bench Braced Single Arm Overhead Tricep Extension,insert,Dumbbell Bench Braced Single Arm Overhead Tricep Extension,,None -> Push,None -> Dumbbells,None -> Isolation,None -> Beginner,None -> Long Head Tricep
Dumbbell Bench Braced Rolling Curl,insert,Dumbbell Bench Braced Rolling Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Bench Braced Reverse Flat Curl,insert,Dumbbell Single Arm Bench Braced Reverse Flat Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Bench Braced Reverse Flat Curl,insert,Dumbbell Bench Braced Reverse Flat Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Bench Braced Hammer Flat Curl,insert,Dumbbell Single Arm Bench Braced Hammer Flat Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,
Dumbbell Bench Braced Hammer Flat Curl,insert,Dumbbell Bench Braced Hammer Flat Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Bench Braced Flat Curl,insert,Dumbbell Single Arm Bench Braced Flat Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,
Dumbbell Bench Braced Flat Curl,insert,Dumbbell Bench Braced Flat Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Bench Braced Reverse Incline Curl,insert,Dumbbell Single Arm Bench Braced Reverse Incline Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,None -> Wrist Extensors
Dumbbell Bench Braced Reverse Incline Curl,insert,Dumbbell Bench Braced Reverse Incline Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Bench Braced Hammer Incline Curl,insert,Dumbbell Single Arm Bench Braced Hammer Incline Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Bench Braced Hammer Incline Curl,insert,Dumbbell Bench Braced Hammer Incline Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Bench Braced Incline Curl,insert,Dumbbell Single Arm Bench Braced Incline Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Bench Braced Incline Curl,insert,Dumbbell Bench Braced Incline Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,
Kettlebell Quad Stomp,insert,Kettlebell Quad Stomp,,None -> Push,None -> Kettlebells,None -> Compound,None -> Advanced,
Barbell Quad Stomp,insert,Barbell Quad Stomp,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Dumbbell Quad Stomp,insert,Dumbbell Quad Stomp,,None -> Push,None -> Dumbbells,None -> Compound,None -> Intermediate,
Bodyweight Quad Stomp,insert,Bodyweight Quad Stomp,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Dumbbell Single Leg Calf Raise,insert,Dumbbell Single Leg Calf Raise,,None -> Push,None -> Dumbbells,None -> Isolation,None -> Beginner,
Bodyweight Single Leg Calf Raise,insert,Bodyweight Single Leg Calf Raise,,None -> Push,None -> Bodyweight,None -> Isolation,None -> Beginner,
Barbell Zercher Deficit Lunge,insert,Barbell Zercher Deficit Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Barbell Front Rack Deficit Lunge,insert,Barbell Front Rack Deficit Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Barbell Curtsy Deficit Lunge,insert,Barbell Curtsy Deficit Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Dumbbell Curtsy Deficit Lunge,insert,Dumbbell Curtsy Deficit Lunge,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Dumbbell Front Rack Curtsy Deficit Lunge,insert,Dumbbell Front Rack Curtsy Deficit Lunge,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Dumbbell Goblet Curtsy Deficit Lunge,insert,Dumbbell Goblet Curtsy Deficit Lunge,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Stability Ball V Up Pass,insert,Stability Ball V Up Pass,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Intermediate,
Bodyweight Curtsy Deficit Lunge,insert,Bodyweight Curtsy Deficit Lunge,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,
Barbell Deficit Lunge,insert,Barbell Deficit Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Stability Ball Sissy Squat,insert,Stability Ball Sissy Squat,,None -> Push,None -> Bodyweight,None -> Isolation,None -> Advanced,
Stability Ball Single Leg Hip Thrust,insert,Stability Ball Single Leg Hip Thrust,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,
Stability Ball Windshield Wiper,insert,Stability Ball Windshield Wiper,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Intermediate,
Stability Ball Straight Leg Glute Bridge,insert,Stability Ball Straight Leg Glute Bridge,,None -> Push,None -> Bodyweight,None -> Isolation,None -> Beginner,
Stability Ball Hamstring Curl,insert,Stability Ball Hamstring Curl,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Stability Ball Glute Bridge,insert,Stability Ball Glute Bridge,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,
Stability Ball Hip Thrust,insert,Stability Ball Hip Thrust,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Stability Ball Side Crunch,insert,Stability Ball Side Crunch,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,None -> Obliques
Stability Ball Atomic Push Up,insert,Stability Ball Atomic Push Up,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,None -> Chest
Stability Ball Push Up,insert,Stability Ball Push Up,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,None -> Chest; Anterior Deltoid
Stability Ball Pike,insert,Stability Ball Pike,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Intermediate,
Stability Ball Knee Tuck,insert,Stability Ball Knee Tuck,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Intermediate,None -> Lower Abdominals
Stability Ball Reverse Hyperextension,insert,Stability Ball Reverse Hyperextension,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Stability Ball Stir The Pot,insert,Stability Ball Stir The Pot,,None -> Hold,None -> Bodyweight,None -> Isolation,None -> Intermediate,
Bodyweight Stability Ball Crunch,insert,Bodyweight Stability Ball Crunch,,None -> Push,None -> Bodyweight,None -> Isolation,None -> Beginner,None -> Upper Abdominals
Bodyweight Stability Ball Hyperextension,insert,Bodyweight Stability Ball Hyperextension,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Stability Ball Goblet Wall Squat,insert,Stability Ball Goblet Wall Squat,,None -> Push,None -> Dumbbells,None -> Compound,None -> Beginner,
Dumbbell Stability Ball Wall Squat,insert,Dumbbell Stability Ball Wall Squat,,None -> Push,None -> Dumbbells,None -> Compound,None -> Beginner,
Dumbbell Front Rack Stability Ball Wall Squat,insert,Dumbbell Front Rack Stability Ball Wall Squat,,None -> Push,None -> Dumbbells,None -> Compound,None -> Intermediate,
Stability Ball Wall Squat,insert,Stability Ball Wall Squat,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Dumbbell Half Kneeling Romanian Deadlift,insert,Dumbbell Half Kneeling Romanian Deadlift,,None -> Pull,None -> Dumbbells,None -> Compound,None -> Intermediate,None -> Gluteus Maximus; Lateral Hamstrings
Dumbbell Half Kneeling Goblet Romanian Deadlift,insert,Dumbbell Half Kneeling Goblet Romanian Deadlift,,None -> Pull,None -> Dumbbells,None -> Compound,None -> Intermediate,None -> Gluteus Maximus; Lateral Hamstrings
Kettlebell Half Kneeling Romanian Deadlift,insert,Kettlebell Half Kneeling Romanian Deadlift,,None -> Pull,None -> Kettlebells,None -> Compound,None -> Intermediate,
Kettlebell Half Kneeling Goblet Romanian Deadlift,insert,Kettlebell Half Kneeling Goblet Romanian Deadlift,,None -> Pull,None -> Kettlebells,None -> Compound,None -> Intermediate,
Half Kneeling Hip Hinge,insert,Half Kneeling Hip Hinge,,None -> Pull,None -> Bodyweight,None -> Compound,None -> Intermediate,
Gironda Chin Up,insert,Gironda Chin Up,,None -> Pull,None -> Bodyweight,None -> Compound,None -> Advanced,
Ring Chin Up,insert,Ring Chin Up,,None -> Pull,None -> Bodyweight,None -> Compound,None -> Intermediate,
Ring Twisting Chin Up,insert,Ring Twisting Chin Up,,None -> Pull,None -> Bodyweight,None -> Compound,None -> Advanced,
Ring Pull Up,insert,Ring Pull Up,,None -> Pull,None -> Bodyweight,None -> Compound,None -> Advanced,None -> Traps (mid-back)
Band High To Low Pallof Press Wood Chopper,insert,Band High To Low Pallof Press Wood Chopper,,None -> Pull,None -> Band,None -> Isolation,None -> Intermediate,None -> Obliques
Band Low To High Pallof Press Wood Chopper,insert,Band Low To High Pallof Press Wood Chopper,,None -> Pull,None -> Band,None -> Isolation,None -> Beginner,None -> Obliques
Band Pallof Press To Wood Chopper,insert,Band Pallof Press To Wood Chopper,,None -> Pull,None -> Band,None -> Isolation,None -> Intermediate,None -> Obliques
Band Side Bend,insert,Band Side Bend,,None -> Pull,None -> Band,None -> Isolation,None -> Beginner,None -> Obliques
Barbell Clean And Press,insert,Barbell Clean And Press,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Barbell Hang Clean And Press,insert,Barbell Hang Clean And Press,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Cable Bar Kneeling Crunch,insert,Cable Bar Kneeling Crunch,,None -> Pull,None -> Cables,None -> Isolation,None -> Beginner,
Cable Braced Single Arm Chest Fly,insert,Cable Braced Single Arm Chest Fly,,None -> Push,None -> Cables,None -> Isolation,None -> Beginner,None -> Chest
Cable Braced Single Arm Chest Press,insert,Cable Braced Single Arm Chest Press,,None -> Push,None -> Cables,None -> Isolation,None -> Beginner,None -> Chest
Cable Braced Single Arm Internally Rotated Chest Fly,insert,Cable Braced Single Arm Internally Rotated Chest Fly,,None -> Push,None -> Cables,None -> Isolation,None -> Beginner,None -> Chest
Cable Kneeling High To Low Wood Chopper,insert,Cable Kneeling High To Low Wood Chopper,,None -> Pull,None -> Cables,None -> Isolation,None -> Intermediate,None -> Obliques
Cable Kneeling Low To High Wood Chopper,insert,Cable Kneeling Low To High Wood Chopper,,None -> Pull,None -> Cables,None -> Isolation,None -> Intermediate,None -> Obliques
Cable Kneeling Pallof Press,insert,Cable Kneeling Pallof Press,,None -> Push,None -> Cables,None -> Isolation,None -> Beginner,None -> Obliques
Cable Kneeling Pallof Press To Wood Chopper,insert,Cable Kneeling Pallof Press To Wood Chopper,,None -> Push,None -> Cables,None -> Isolation,None -> Beginner,None -> Obliques
Cable Kneeling Wood Chopper,insert,Cable Kneeling Wood Chopper,,None -> Pull,None -> Cables,None -> Isolation,None -> Intermediate,None -> Obliques
Dumbbell Clean And Press,insert,Dumbbell Clean And Press,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Dumbbell Hang Clean And Press,insert,Dumbbell Hang Clean And Press,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Dumbbell Single Arm Clean And Press,insert,Dumbbell Single Arm Clean And Press,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Dumbbell Single Arm Hang Clean And Press,insert,Dumbbell Single Arm Hang Clean And Press,,None -> Push,None -> Dumbbells,None -> Compound,None -> Advanced,
Kettlebell Hang Clean And Press,insert,Kettlebell Hang Clean And Press,,None -> Push,None -> Kettlebells,None -> Compound,None -> Advanced,
Barbell Behind The Back 30 Degree Shrug,insert,Barbell Behind The Back 30 Degree Shrug,,None -> Pull,None -> Barbell,None -> Isolation,None -> Beginner,
Barbell Behind The Back Shrug,insert,Barbell Behind The Back Shrug,,None -> Pull,None -> Barbell,None -> Isolation,None -> Beginner,None -> Upper Traps
Barbell Behind The Neck Press,insert,Barbell Behind The Neck Press,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,
Barbell Guillotine High Incline Bench Press,insert,Barbell Guillotine High Incline Bench Press,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,None -> Chest
Barbell Guillotine Incline Bench Press,insert,Barbell Guillotine Incline Bench Press,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,None -> Chest
Barbell J M Press,insert,Barbell J M Press,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,None -> Chest
Barbell Pullover,insert,Barbell Pullover,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,
Barbell Rack Pull,insert,Barbell Rack Pull,,None -> Pull,None -> Barbell,None -> Compound,None -> Beginner,None -> Traps (mid-back)
Barbell Shoulder Extension,insert,Barbell Shoulder Extension,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,
Barbell Spinal Jefferson Curl,insert,Barbell Spinal Jefferson Curl,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,
Bodyweight Spinal Jefferson Curl,insert,Bodyweight Spinal Jefferson Curl,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Dumbbell Drag Curl,insert,Dumbbell Drag Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,None -> Long Head Bicep; Short Head Bicep
Dumbbell High Incline Skullover,insert,Dumbbell High Incline Skullover,,None -> Push,None -> Dumbbells,None -> Isolation,None -> Advanced,
Dumbbell Incline Twisting Curl,insert,Dumbbell Incline Twisting Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,
Dumbbell Neutral High Incline Bench Press,insert,Dumbbell Neutral High Incline Bench Press,,None -> Push,None -> Dumbbells,None -> Compound,None -> Beginner,None -> Anterior Deltoid; Chest
Dumbbell Single Arm Bench Wrist Curl,insert,Dumbbell Single Arm Bench Wrist Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,None -> Wrist Flexors
Dumbbell Single Arm Bench Wrist Extension,insert,Dumbbell Single Arm Bench Wrist Extension,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,None -> Wrist Extensors
Dumbbell Single Arm Shoulder Extension,insert,Dumbbell Single Arm Shoulder Extension,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Single Arm Skullcrusher,insert,Dumbbell Single Arm Skullcrusher,,None -> Push,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Spinal Jefferson Curl,insert,Dumbbell Spinal Jefferson Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Intermediate,
Dumbbell Zottman Curl,insert,Dumbbell Zottman Curl,,None -> Pull,None -> Dumbbells,None -> Isolation,None -> Beginner,
Kettlebell Drag Curl,insert,Kettlebell Drag Curl,,None -> Pull,None -> Kettlebells,None -> Isolation,None -> Beginner,None -> Long Head Bicep; Short Head Bicep
Kettlebell Single Arm Shoulder Extension,insert,Kettlebell Single Arm Shoulder Extension,,None -> Pull,None -> Kettlebells,None -> Isolation,None -> Intermediate,
Kettlebell Spinal Jefferson Curl,insert,Kettlebell Spinal Jefferson Curl,,None -> Pull,None -> Kettlebells,None -> Isolation,None -> Intermediate,
Barbell Banded Back Squat,insert,Barbell Banded Back Squat,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,
Barbell Banded Deadlift,insert,Barbell Banded Deadlift,,None -> Pull,None -> Barbell,None -> Compound,None -> Intermediate,None -> Traps (mid-back)
Barbell Banded Front Squat,insert,Barbell Banded Front Squat,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Barbell Banded Romanian Deadlift,insert,Barbell Banded Romanian Deadlift,,None -> Pull,None -> Barbell,None -> Compound,None -> Intermediate,None -> Lateral Hamstrings
Barbell Banded Split Squat,insert,Barbell Banded Split Squat,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,
Barbell Thruster,insert,Barbell Thruster,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,None -> Anterior Deltoid
Cable Bar Standing Crunch,insert,Cable Bar Standing Crunch,,None -> Pull,None -> Cables,None -> Isolation,None -> Intermediate,None -> Upper Abdominals
Cable High Single Arm Hammer Bayesian Curl,insert,Cable High Single Arm Hammer Bayesian Curl,,None -> Pull,None -> Cables,None -> Isolation,None -> Beginner,
Cable High Single Arm Hammer Rolling Curl,insert,Cable High Single Arm Hammer Rolling Curl,,None -> Pull,None -> Cables,None -> Isolation,None -> Beginner,None -> Long Head Bicep
Cable High Single Arm Reverse Bayesian Curl,insert,Cable High Single Arm Reverse Bayesian Curl,,None -> Pull,None -> Cables,None -> Isolation,None -> Beginner,None -> Long Head Bicep
Cable High Single Arm Reverse Rolling Curl,insert,Cable High Single Arm Reverse Rolling Curl,,None -> Pull,None -> Cables,None -> Isolation,None -> Beginner,None -> Wrist Extensors
